class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,s,n,t,,f,c,n,k,e,e,s,s,w,w,w,o,p,k,s,u
e,x,s,y,t,a,f,c,b,k,e,c,s,,w,w,w,o,p,n,n,g
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,u
e,x,s,g,f,n,f,w,b,k,t,,s,s,w,w,w,o,e,n,a,g
e,x,y,,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g
e,b,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m
e,b,y,,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,g
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m
e,x,y,y,t,l,f,c,b,g,e,c,s,s,,w,w,o,p,n,n,g
e,x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m
e,b,s,y,t,a,f,,b,w,e,c,s,s,w,w,w,o,p,n,s,g
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,x,f,n,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,a,g
e,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,y,u
e,f,f,w,f,n,f,w,b,k,t,,s,s,w,w,w,o,e,n,a,g
p,x,s,n,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,k,s,g
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,s,u
p,x,s,,t,,f,c,n,k,e,e,s,s,w,w,w,o,p,n,s,u
e,,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m
p,x,y,n,,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g
e,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m
e,b,y,,t,a,f,c,b,w,e,c,s,,w,w,w,o,p,n,n,m
e,b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m
p,f,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,g
e,x,y,y,t,a,f,c,b,n,e,c,s,,w,w,w,o,p,n,n,m
e,x,y,,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m
e,f,f,n,f,,f,c,n,k,e,e,s,s,w,w,w,o,p,k,y,u
e,x,s,y,t,,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
e,b,s,,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,s,u
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m
e,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p
e,b,y,,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,n,s,m
e,x,f,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,u
e,x,f,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
e,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
e,,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p
e,x,f,n,f,,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u
p,x,y,w,t,p,f,c,n,p,e,,s,s,w,w,w,o,p,n,v,g
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m
e,,y,w,,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,y,,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m
e,x,s,w,t,l,f,,b,w,e,c,s,s,w,w,w,o,p,n,n,m
e,x,y,y,,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,p
e,f,y,y,,l,f,,b,w,e,r,s,y,w,w,w,o,p,k,s,p
e,x,y,n,t,,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g
e,x,s,w,t,l,f,,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
e,b,y,,t,a,f,c,b,w,e,c,,s,w,w,w,o,p,k,s,m
e,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g
e,x,s,,,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g
e,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,y,p
e,s,f,g,f,,f,c,n,k,e,e,,s,w,w,w,o,p,n,v,u
e,b,y,y,,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m
e,b,s,y,t,l,f,c,b,g,e,c,s,,w,w,w,o,p,n,s,m
e,,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,b,y,,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
,f,s,n,f,n,f,w,b,k,t,e,s,,w,w,w,o,e,k,a,g
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g
e,f,y,y,,a,f,c,b,w,e,,s,y,w,w,w,o,p,n,s,g
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g
e,x,f,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u
e,f,f,y,t,,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,f,f,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,x,y,,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,p
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,f,s,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,
e,x,s,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,u,v,d
e,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,y,p
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,u
e,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g
e,x,s,n,,n,f,w,b,k,t,e,f,,w,w,w,o,e,n,s,g
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,k,s,g
e,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u
e,x,f,,f,n,f,,b,n,t,e,s,,w,w,w,o,e,n,s,g
e,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,s,g
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g
e,x,s,,,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
e,f,y,n,t,l,f,,b,w,e,r,s,y,w,w,w,o,p,k,y,g
e,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
e,x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u
e,b,s,,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g
e,x,y,y,,l,f,c,b,g,e,c,s,s,,w,w,o,p,k,n,m
e,x,s,n,f,n,f,w,b,n,t,e,s,,w,w,w,o,e,n,a,g
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g
e,f,y,,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,g
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g
e,b,s,w,t,,f,c,b,g,e,c,,s,w,w,w,o,p,n,s,g
e,x,y,w,,a,f,c,b,g,e,c,s,,w,w,w,o,p,k,s,g
e,x,f,,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,k,s,
e,b,s,,t,l,f,c,b,n,e,c,s,,w,w,w,o,p,k,n,g
e,f,y,y,t,l,f,c,b,w,e,,s,y,w,w,w,o,p,n,s,g
e,x,y,y,,,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p
e,b,y,w,t,l,f,,b,g,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,g
e,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g
e,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,
e,x,f,w,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d
e,x,s,y,t,a,f,c,b,n,e,c,s,,w,w,w,o,p,k,n,m
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
e,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,g
e,s,f,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u
e,x,y,y,t,l,f,,b,w,e,r,s,,w,w,w,o,p,k,y,g
e,x,s,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,y,u
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,g
e,x,y,,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
p,f,y,n,t,p,f,c,n,p,e,e,s,,w,w,w,o,p,k,v,g
e,f,s,g,f,n,f,w,b,k,t,,s,s,w,w,w,o,e,n,a,g
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g
e,b,s,,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g
e,f,f,g,f,n,f,w,b,h,t,,s,s,w,w,w,o,e,n,a,
e,x,s,w,t,l,f,c,b,n,e,c,s,,w,w,w,o,p,k,n,g
e,b,s,,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,n,s,m
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m
e,f,s,w,,l,f,w,n,w,t,,s,s,w,w,w,o,p,u,v,d
e,x,y,,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,k,s,m
e,f,s,w,,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,u
e,f,f,w,,,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,x,y,,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
p,x,s,n,,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,g
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,n,t,,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p
e,b,y,,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,f,y,n,,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,
e,x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g
e,f,f,w,f,n,f,w,b,k,t,e,s,,w,w,w,o,e,n,a,g
